3;0.00;0.83;0.93
3;0.10;0.83;0.93
3;0.20;0.83;0.93
3;0.30;0.83;0.93
3;0.40;0.83;0.93
3;0.50;0.83;0.93
3;0.60;0.83;0.93
3;0.70;0.83;0.93
3;0.80;0.83;0.93
3;0.90;0.83;0.93
3;1.00;0.83;0.93
3;1.10;0.83;0.93
3;1.20;0.83;0.93
3;1.30;0.83;0.93
3;1.40;0.83;0.93
3;1.50;0.83;0.93
3;1.60;0.83;0.93
3;1.70;0.83;0.93
3;1.80;0.83;0.93
3;1.90;0.83;0.93
3;2.00;0.83;0.93
3;2.10;0.83;0.93
3;2.20;0.83;0.93
3;2.30;0.83;0.93
3;2.40;0.83;0.93
3;2.50;0.83;0.93
3;2.60;0.83;0.93
3;2.70;0.83;0.93
3;2.80;0.83;0.93
3;2.90;0.83;0.93
3;3.00;0.83;0.93
3;3.10;0.83;0.93
3;3.20;0.83;0.93
3;3.30;0.83;0.93
3;3.40;0.83;0.93
3;3.50;0.83;0.93
3;3.60;0.83;0.93
3;3.70;0.83;0.93
3;3.80;0.83;0.93
3;3.90;0.83;0.93
3;4.00;0.83;0.93
3;4.10;0.83;0.93
3;4.20;0.83;0.93
3;4.30;0.83;0.93
3;4.40;0.83;0.93
3;4.50;0.83;0.93
3;4.60;0.83;0.93
3;4.70;0.83;0.93
3;4.80;0.83;0.93
3;4.90;0.83;0.93
3;5.00;0.83;0.92
3;5.10;0.83;0.92
3;5.20;0.83;0.91
3;5.30;0.82;0.91
3;5.40;0.82;0.90
3;5.50;0.82;0.89
3;5.60;0.82;0.88
3;5.70;0.81;0.86
3;5.80;0.79;0.82
3;5.90;0.78;0.80
3;6.00;0.78;0.79
3;6.10;0.77;0.78
3;6.20;0.76;0.77
3;6.30;0.74;0.76
3;6.40;0.74;0.75
3;6.50;0.72;0.74
3;6.60;0.69;0.73
3;6.70;0.67;0.72
3;6.80;0.65;0.71
3;6.90;0.61;0.70
3;7.00;0.59;0.68
3;7.10;0.56;0.67
3;7.20;0.54;0.64
3;7.30;0.52;0.62
3;7.40;0.50;0.60
3;7.50;0.48;0.58
3;7.60;0.45;0.56
3;7.70;0.44;0.53
3;7.80;0.42;0.50
3;7.90;0.40;0.47
3;8.00;0.38;0.44
3;8.10;0.36;0.42
3;8.20;0.33;0.38
3;8.30;0.30;0.36
3;8.40;0.28;0.33
3;8.50;0.27;0.30
3;8.60;0.24;0.26
3;8.70;0.20;0.23
3;8.80;0.19;0.19
3;8.90;0.17;0.17
3;9.00;0.12;0.14
3;9.10;0.09;0.11
3;9.20;0.09;0.10
3;9.30;0.06;0.09
3;9.40;0.06;0.09
3;9.50;0.04;0.07
3;9.60;0.02;0.07
3;9.70;0.04;0.05
3;9.80;0.02;0.04
3;9.90;0.01;0.03
3;10.00;0.00;0.02
3;10.10;0.00;0.02
3;10.20;0.02;0.02
3;10.30;0.02;0.02
3;10.40;0.03;0.01
3;10.50;0.03;0.01
3;10.60;0.04;0.00
3;10.70;0.04;0.01
3;10.80;0.05;0.01
3;10.90;0.05;0.00
3;11.00;0.05;0.00
3;11.10;0.04;0.01
3;11.20;0.04;0.01
3;11.30;0.04;0.03
3;11.40;0.04;0.03
3;11.50;0.04;0.03
3;11.60;0.04;0.03
3;11.70;0.04;0.04
3;11.80;0.04;0.04
3;11.90;0.03;0.05
3;12.00;0.03;0.05
3;12.10;0.04;0.05
3;12.20;0.04;0.05
3;12.30;0.04;0.05
3;12.40;0.03;0.05
3;12.50;0.03;0.05
3;12.60;0.03;0.05
3;12.70;0.03;0.05
3;12.80;0.01;0.05
3;12.90;0.01;0.05
3;13.00;0.02;0.05
3;13.10;0.04;0.05
3;13.20;0.04;0.06
3;13.30;0.05;0.07
3;13.40;0.06;0.07
3;13.50;0.08;0.07
3;13.60;0.08;0.08
3;13.70;0.07;0.07
3;13.80;0.08;0.08
3;13.90;0.09;0.09
3;14.00;0.09;0.09
3;14.10;0.09;0.10
3;14.20;0.09;0.12
3;14.30;0.08;0.13
3;14.40;0.09;0.15
3;14.50;0.10;0.17
3;14.60;0.11;0.18
3;14.70;0.12;0.18
3;14.80;0.13;0.20
3;14.90;0.15;0.21
3;15.00;0.17;0.23
3;15.10;0.18;0.24
3;15.20;0.20;0.25
3;15.30;0.21;0.25
3;15.40;0.23;0.27
3;15.50;0.24;0.30
3;15.60;0.24;0.31
3;15.70;0.26;0.32
3;15.80;0.25;0.33
3;15.90;0.27;0.34
3;16.00;0.28;0.35
3;16.10;0.30;0.36
3;16.20;0.31;0.39
3;16.30;0.31;0.42
3;16.40;0.34;0.44
3;16.50;0.34;0.47
3;16.60;0.32;0.49
3;16.70;0.35;0.51
3;16.80;0.34;0.54
3;16.90;0.33;0.56
3;17.00;0.33;0.58
3;17.10;0.33;0.60
3;17.20;0.33;0.63
3;17.30;0.33;0.64
3;17.40;0.35;0.68
3;17.50;0.34;0.70
3;17.60;0.36;0.73
3;17.70;0.37;0.76
3;17.80;0.36;0.75
3;17.90;0.35;0.78
3;18.00;0.36;0.79
3;18.10;0.36;0.81
3;18.20;0.37;0.82
3;18.30;0.36;0.84
3;18.40;0.37;0.84
3;18.50;0.37;0.85
3;18.60;0.37;0.85
3;18.70;0.38;0.85
3;18.80;0.39;0.86
3;18.90;0.39;0.86
3;19.00;0.40;0.87
3;19.10;0.40;0.87
3;19.20;0.41;0.88
3;19.30;0.43;0.88
3;19.40;0.45;0.88
3;19.50;0.47;0.88
3;19.60;0.48;0.88
3;19.70;0.50;0.88
3;19.80;0.51;0.88
3;19.90;0.51;0.89
3;20.00;0.51;0.89
3;20.10;0.53;0.89
3;20.20;0.54;0.89
3;20.30;0.55;0.89
3;20.40;0.56;0.89
3;20.50;0.58;0.89
3;20.60;0.59;0.89
3;20.70;0.61;0.90
3;20.80;0.61;0.90
3;20.90;0.62;0.90
3;21.00;0.64;0.90
3;21.10;0.67;0.91
3;21.20;0.68;0.91
3;21.30;0.69;0.91
3;21.40;0.71;0.91
3;21.50;0.73;0.91
3;21.60;0.75;0.91
3;21.70;0.75;0.92
3;21.80;0.77;0.92
3;21.90;0.79;0.92
3;22.00;0.79;0.92
3;22.10;0.80;0.92
3;22.20;0.80;0.92
3;22.30;0.81;0.92
3;22.40;0.82;0.92
3;22.50;0.82;0.92
3;22.60;0.82;0.92
3;22.70;0.83;0.92
3;22.80;0.84;0.93
3;22.90;0.84;0.93
3;23.00;0.84;0.93
3;23.10;0.84;0.93
3;23.20;0.84;0.93
3;23.30;0.84;0.93
3;23.40;0.84;0.93
3;23.50;0.84;0.93
3;23.60;0.84;0.93
3;23.70;0.84;0.93
3;23.80;0.84;0.93
3;23.90;0.84;0.93
4;0.00;0.84;0.93
4;0.10;0.85;0.93
4;0.20;0.85;0.93
4;0.30;0.85;0.93
4;0.40;0.85;0.93
4;0.50;0.85;0.93
4;0.60;0.85;0.93
4;0.70;0.85;0.93
4;0.80;0.85;0.93
4;0.90;0.85;0.93
4;1.00;0.85;0.93
4;1.10;0.85;0.93
4;1.20;0.85;0.93
4;1.30;0.85;0.93
4;1.40;0.85;0.93
4;1.50;0.85;0.93
4;1.60;0.85;0.93
4;1.70;0.85;0.93
4;1.80;0.85;0.93
4;1.90;0.85;0.93
4;2.00;0.85;0.93
4;2.10;0.85;0.93
4;2.20;0.85;0.93
4;2.30;0.85;0.93
4;2.40;0.85;0.93
4;2.50;0.85;0.93
4;2.60;0.85;0.93
4;2.70;0.85;0.93
4;2.80;0.85;0.93
4;2.90;0.85;0.93
4;3.00;0.85;0.93
4;3.10;0.85;0.93
4;3.20;0.85;0.93
4;3.30;0.85;0.93
4;3.40;0.85;0.93
4;3.50;0.85;0.93
4;3.60;0.85;0.93
4;3.70;0.85;0.93
4;3.80;0.85;0.93
4;3.90;0.85;0.93
4;4.00;0.85;0.93
4;4.10;0.85;0.93
4;4.20;0.85;0.93
4;4.30;0.85;0.93
4;4.40;0.85;0.93
4;4.50;0.85;0.93
4;4.60;0.85;0.93
4;4.70;0.85;0.93
4;4.80;0.86;0.93
4;4.90;0.86;0.92
4;5.00;0.86;0.92
4;5.10;0.85;0.92
4;5.20;0.85;0.91
4;5.30;0.85;0.91
4;5.40;0.84;0.90
4;5.50;0.84;0.89
4;5.60;0.83;0.87
4;5.70;0.83;0.85
4;5.80;0.82;0.83
4;5.90;0.81;0.81
4;6.00;0.81;0.80
4;6.10;0.80;0.79
4;6.20;0.78;0.78
4;6.30;0.76;0.77
4;6.40;0.75;0.76
4;6.50;0.74;0.76
4;6.60;0.71;0.75
4;6.70;0.68;0.75
4;6.80;0.66;0.73
4;6.90;0.63;0.72
4;7.00;0.60;0.71
4;7.10;0.59;0.69
4;7.20;0.58;0.66
4;7.30;0.56;0.64
4;7.40;0.54;0.62
4;7.50;0.52;0.60
4;7.60;0.50;0.56
4;7.70;0.49;0.55
4;7.80;0.47;0.53
4;7.90;0.44;0.51
4;8.00;0.43;0.49
4;8.10;0.41;0.45
4;8.20;0.39;0.44
4;8.30;0.38;0.41
